VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EB1J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,451287574,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
1C4JJXP64P,Skagit,Mount Vernon,WA,98273,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,10,229801694,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952100
1N4AZ0CP4D,Walla Walla,Walla Walla,WA,99362,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,16,234305956,POINT (-118.34261 46.07068),PACIFICORP,53071920902
YV4BR00KXM,King,Fall City,WA,98024,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,5,272643619,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032601
W1N9M0CB4R,Snohomish,Snohomish,WA,98296,2024,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,275859972,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052122
1G1FW6S04J,Douglas,East Wenatchee,WA,98802,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,12,113001535,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,53017950800
1C4JJXP69M,Whitman,Pullman,WA,99163,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,9,256323126,POINT (-117.18147 46.73015),AVISTA CORP,53075000602
1G1FZ6S02L,Snohomish,Everett,WA,98203,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,38,150413525,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041201
1FTVW1EV1P,Kitsap,Poulsbo,WA,98370,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,229720256,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090501
5YJ3E1EB6J,King,Sammamish,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,474767226,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
1C4RJXP6XR,Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,274961543,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
5YJ3E1EAXJ,King,Sammamish,WA,98074,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,181865064,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318
1N4BZ0CPXH,Thurston,Olympia,WA,98501,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,477937645,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100
WA1E2AFYXM,King,Seattle,WA,98112,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,43,152594438,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
YV4H60CN2P,Snohomish,Bothell,WA,98021,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,228505259,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EA5L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,3033012,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WBY83FB07R,Snohomish,Bothell,WA,98012,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,276368508,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933
5YJYGAEE9M,Snohomish,Lynnwood,WA,98036,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,161806830,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051916
5YJYGDEF8L,King,Seattle,WA,98134,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,11,202885203,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300
5YJ3E1EB9L,King,Seattle,WA,98134,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,11,195067246,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300
KNDRMDLH6R,Thurston,Olympia,WA,98502,2024,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,35,266701151,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJ3E1EA1K,King,Sammamish,WA,98075,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,242934611,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
5YJ3E1ET6R,Thurston,Olympia,WA,98501,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,272706689,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010400
1N4AZ0CP3F,King,Kent,WA,98031,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,33,241358904,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029208
5LMTJ5DZ5N,Thurston,Olympia,WA,98501,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28,0,22,200752261,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
7SAYGDEE4P,King,Seattle,WA,98133,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,259715137,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001201
7PDSGABA7P,Snohomish,Bothell,WA,98021,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,257988363,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
JA4T5WA92R,Yakima,Yakima,WA,98908,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,269497000,POINT (-120.60199 46.59817),PACIFICORP,53077000902
1FTBW1YK5P,King,Redmond,WA,98052,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,260418399,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
JTJHKCFZ1R,Thurston,Tumwater,WA,98501,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,22,265978058,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010801
5YJ3E1EB9R,Snohomish,Snohomish,WA,98290,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,261787928,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052302
1C4RJXN64R,Thurston,Tumwater,WA,98501,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,35,261563732,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011720
WA1VABGE9K,King,Seattle,WA,98121,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,36,230164273,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201
5UXTA6C05N,King,Seattle,WA,98109,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,36,193041677,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
KNAGV4LD3H,Thurston,Olympia,WA,98502,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,22,123266006,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
JM3KKDHA6R,Snohomish,Bothell,WA,98021,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,1,270202026,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051914
5YJXCBE28G,King,Sammamish,WA,98074,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45,476652655,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
1G1RD6E4XD,King,Auburn,WA,98092,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,47,183711888,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
1V25MPE85P,Kitsap,Poulsbo,WA,98370,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,263256787,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
5YJXCDE24K,King,Maple Valley,WA,98038,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,5,299073967,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604
JN1AZ0CP1C,Thurston,Bucoda,WA,98530,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,20,100662586,POINT (-122.86892 46.79818),PUGET SOUND ENERGY INC,53067012620
1FADP3R48H,King,Sammamish,WA,98075,2017,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,41,272303286,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
5YJYGDEE0L,King,Seattle,WA,98125,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,46,110852668,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
5YJ3E1EB6K,King,Maple Valley,WA,98038,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,5,267780999,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032010
3C3CFFGE4E,Yakima,Yakima,WA,98902,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,14,1593721,POINT (-120.52041 46.59751),PACIFICORP,53077000700
5YJSA1CN3D,Thurston,Olympia,WA,98506,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,207249878,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
1N4AZ0CP4F,King,Bellevue,WA,98008,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,48,182675559,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
5YJSA1E29G,King,Kent,WA,98030,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,47,6129392,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029603
5YJYGDEE5L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21,113378968,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
1N4BZ1CP1K,King,Sammamish,WA,98074,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,45,102359449,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318
5YJ3E1EA6K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,166448131,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJSA1CGXD,King,Medina,WA,98039,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,144531264,POINT (-122.23892 47.61613),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200
JN1AZ0CP1B,Yakima,Yakima,WA,98908,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,14,276187159,POINT (-120.60199 46.59817),PACIFICORP,53077000402
YV4H60DL0R,Snohomish,Bothell,WA,98021,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,1,268718775,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
YV4ED3GB8N,King,Seattle,WA,98126,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,209653118,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
5YJSA1E2XJ,King,Seattle,WA,98105,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,46,140874849,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
1N4AZ0CP3D,King,Auburn,WA,98092,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,31,121257475,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000
YV4H60CF0R,Snohomish,Snohomish,WA,98296,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,44,269757799,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121
1C4RJXN62R,Thurston,Lacey,WA,98516,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,264969750,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
SALGS4RY0M,King,Carnation,WA,98014,2021,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,5,144850443,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
KNDJX3AE1H,Snohomish,Edmonds,WA,98026,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,21,348344363,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
1N4CZ1CV5S,Thurston,Olympia,WA,98506,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,270046738,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJYGDEE2L,King,Seattle,WA,98133,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,46,128479536,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300
KNDC3DLC6N,Yakima,Yakima,WA,98902,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,220047684,POINT (-120.52041 46.59751),PACIFICORP,53077000500
5UXTA6C03N,King,Auburn,WA,98001,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,47,240226332,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
1N4AZ0CP0F,King,Sammamish,WA,98074,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,45,194608459,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
KNDCE3LG9L,Thurston,Olympia,WA,98501,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,153904446,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100
1G1FX6S03J,King,Seattle,WA,98109,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,36,248458612,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800
1N4AZ0CP5E,King,Kent,WA,98032,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,33,187787358,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029803
1N4CZ1CV2P,Kitsap,Bremerton,WA,98310,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,278352854,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080102
5YJ3E1EA2L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,23,2254542,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901
5YJ3E1EB9J,King,Federal Way,WA,98003,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,30,152065077,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102
5YJ3E1EB6K,King,Seattle,WA,98119,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,36,255379505,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
5YJXCDE20L,Thurston,Olympia,WA,98501,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,22,131357390,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010400
YV4H60RC5S,Kitsap,Bainbridge Island,WA,98110,2025,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,23,275051206,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901
1N4BZ0CP3H,Thurston,Lacey,WA,98503,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,184902329,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
1FADP5CU2G,Thurston,Olympia,WA,98501,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,169333202,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
7PDSGBBA4R,Snohomish,Everett,WA,98208,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,275514641,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606
5YJYGDEE4M,Yakima,Selah,WA,98942,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,137584100,POINT (-120.53145 46.65405),PACIFICORP,53077003400
1N4AZ0CP1D,King,Seattle,WA,98125,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,46,154748471,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000
5YJYGDEE9L,King,Sammamish,WA,98074,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45,126008683,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
JN1AZ0CP2C,Kitsap,Port Orchard,WA,98367,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,26,142479676,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092801
7PDSGABA5P,Snohomish,Everett,WA,98208,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,252477326,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041609
5YJ3E1EB5J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,211212802,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
KNDCC3LG7K,Kitsap,Kingston,WA,98346,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,107241774,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
7SAYGDEE0P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,233158572,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009
1FMCU0E11P,King,Seattle,WA,98116,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,34,269208369,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009802
5YJSA1E43L,Thurston,Olympia,WA,98516,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,337,0,22,102849792,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1G1FZ6S05L,Kitsap,Kingston,WA,98346,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,23,141725258,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJYGDEE6L,King,Seattle,WA,98117,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,36,111534069,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500
1FADP5CU3E,Kitsap,Kingston,WA,98346,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,108233912,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
WBY8P2C53K,King,Seattle,WA,98199,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,36,295645836,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
5YJSA1E50N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,194860704,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051935
5YJ3E1EB1J,King,Renton,WA,98056,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,11,473915578,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202
WMWXP3C07M,King,Seattle,WA,98118,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,37,121682354,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010302
1N4AZ0CP6D,King,Bellevue,WA,98006,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,158682562,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
JN1DF0BB4R,Snohomish,Bothell,WA,98012,2024,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,269905513,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
5YJ3E1EBXP,Yakima,Selah,WA,98942,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,251783213,POINT (-120.53145 46.65405),PACIFICORP,53077003200
1C4RJXR63R,Yakima,Yakima,WA,98908,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,14,264931726,POINT (-120.60199 46.59817),PACIFICORP,53077000904
3C3CFFGE6F,King,Seattle,WA,98144,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,37,250393503,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
WBY8P8C51K,King,Seattle,WA,98103,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,43,180591974,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100
5YJ3E1EB7J,King,Issaquah,WA,98027,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,475884916,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103
5YJYGDEEXM,King,Seattle,WA,98119,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,157373506,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005901
1G1FY6S06K,Snohomish,Bothell,WA,98012,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,227450170,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007
5YJ3E1EA7K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,478472879,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
YV4H60RD8S,Snohomish,Mill Creek,WA,98012,2025,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,44,273523736,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008
